CNUC;N_REFERENCIA;UNIDADE;ACAO_MANEJO;INSTRUMENTO;APOIO;NOTA_INSUMO;ORDEM;NOTA_PESSOAL;NOTA_EQUIPAMENTO;NOTA_CAPACIDADE;NOTA_RECURSO;NOTA_APOIO;BIOMA
0000.26.3330;102200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Revisar o Plano de Manejo;PLANO DE MANEJO;Pouco apoio externo;0,300126;10;0,25;0;0,25;0,25;0,75;Mata Atlântica
0000.26.3330;103200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,300209;8;0,25;0;0,25;0,25;0,75;Mata Atlântica
0000.26.3330;104200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,500156;7;0,5;0,5;0,5;0,5;0,5;Mata Atlântica
0000.26.3330;105200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Moderado apoio externo;0,500223;6;0,5;0,5;0,5;0,5;0,5;Mata Atlântica
0000.26.3330;106200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Avaliar e monitorar o Conselho Gestor;OUTRO INSTRUMENTO;Pouco apoio externo;0,5502;3;0,5;0,5;0,5;0,5;0,75;Mata Atlântica
0000.26.3330;107200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Realizar a regularização fundiária em Terras Públicas (CCDRU);PLANO DE MANEJO;Pouco apoio externo;0,55019;4;0,5;0,5;0,5;0,5;0,75;Mata Atlântica
0000.26.3330;108200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Pouco apoio externo;0,550207;2;0,5;0,5;0,5;0,5;0,75;Mata Atlântica
0000.26.3330;109200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Realizar a fiscalização;PLANO DE MANEJO;Moderado apoio externo;0,550139;5;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3330;110200000263330 ;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Moderado apoio externo;0,550223;1;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3395;101200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Monitorar o Plano de Manejo;PLANO DE MANEJO;Moderado apoio externo;0,550225;2;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3395;102200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,350209;9;0,25;0;0,5;0,25;0,75;Mata Atlântica
0000.26.3395;103200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Avaliar e monitorar o Conselho Gestor;PLANO DE MANEJO;Moderado apoio externo;0,5502;3;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3395;104200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Moderado apoio externo;0,600223;1;0,5;0,75;0,75;0,5;0,5;Mata Atlântica
0000.26.3395;105200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Garantir recursos humanos para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,40021;8;0,25;0;0,75;0,25;0,75;Mata Atlântica
0000.26.3395;106200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Elaborar plano de sustentabilidade financeira;PLANO DE MANEJO;Pouco apoio externo;0,500213;6;0,5;0;0,75;0,5;0,75;Mata Atlântica
0000.26.3395;107200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,500156;7;0,5;0;0,75;0,75;0,5;Mata Atlântica
0000.26.3395;108200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Moderado apoio externo;0,55016;4;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3395;109200000263395 ;REFÚGIO DA VIDA SILVESTRE MATA DO TORÓ;Realizar a fiscalização;PLANO DE MANEJO;Moderado apoio externo;0,550139;5;0,5;0,5;0,75;0,5;0,5;Mata Atlântica
0000.26.3320;101200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,500139;3;0,5;0,5;0,75;0,5;0,25;Caatinga
0000.26.3320;102200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Formar o Conselho Gestor;NÃO PLANEJADA;Muito apoio externo;0,400162;5;0,25;0;0,75;0,75;0,25;Caatinga
0000.26.3320;103200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Garantir infraestrutura para realização das atividades;NÃO PLANEJADA;Pouco apoio externo;0,450209;4;0,25;0;0,75;0,5;0,75;Caatinga
0000.26.3320;104200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Garantir recursos humanos para realização das atividades;NÃO PLANEJADA;Total apoio externo;0,35021;6;0,5;0;0,75;0,5;0;Caatinga
0000.26.3320;105200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Moderado apoio externo;0,500156;2;0,5;0,25;0,75;0,5;0,5;Caatinga
0000.26.3320;106200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Implantar ações de Educação Ambiental;OUTRO INSTRUMENTO;Moderado apoio externo;0,550207;1;0,5;0,5;0,75;0,5;0,5;Caatinga
0000.26.3320;107200000263320 ;REFÚGIO DA VIDA SILVESTRE RIACHO PONTAL;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,300125;7;0,25;0;0,5;0,5;0,25;Caatinga
0000.26.3318;101200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Realizar o monitoramento da biodiversidade;SEM INSTRUMENTO;Muito apoio externo;0,450154;5;0,25;0,5;0,75;0,5;0,25;Caatinga
0000.26.3318;102200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Elaborar Programa/Plano de Educação Ambiental;PLANO DE EDUCAÇÃO AMBIENTAL;Moderado apoio externo;0,50016;2;0,25;0,5;0,75;0,5;0,5;Caatinga
0000.26.3318;103200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Garantir recursos humanos para realização das atividades;SEM INSTRUMENTO;Moderado apoio externo;0,40021;7;0,25;0,25;0,75;0,25;0,5;Caatinga
0000.26.3318;104200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE PESQUISA;Moderado apoio externo;0,450156;4;0,25;0,25;0,75;0,5;0,5;Caatinga
0000.26.3318;105200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Formar o Conselho Gestor;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,450162;3;0,5;0,5;0,75;0,25;0,25;Caatinga
0000.26.3318;106200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,550139;1;0,25;0,75;0,75;0,75;0,25;Caatinga
0000.26.3318;107200000263318 ;REFÚGIO DA VIDA SILVESTRE TATU-BOLA;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,450125;6;0,25;0,25;0,75;0,75;0,25;Caatinga
0000.53.3179;101200000533179 ;REFÚGIO DE VIDA SILVESTRE DA MATA SECA;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,350125;1;0,25;0,25;0,25;0,75;0,25;Cerrado
0000.29.2016;101200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Realizar o monitoramento da biodiversidade;SEM INSTRUMENTO;Moderado apoio externo;0,500154;4;0,5;0,5;0,5;0,5;0,5;Caatinga
0000.29.2016;102200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Muito apoio externo;0,350135;8;0,5;0,25;0,5;0,25;0,25;Caatinga
0000.29.2016;103200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Realizar a fiscalização;OUTRO INSTRUMENTO;Muito apoio externo;0,400139;7;0,5;0,5;0,5;0,25;0,25;Caatinga
0000.29.2016;104200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Realizar o monitoramento da biodiversidade;SEM INSTRUMENTO;Moderado apoio externo;0,450154;6;0,5;0,5;0,5;0,25;0,5;Caatinga
0000.29.2016;105200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Total apoio externo;0,500156;3;0,5;0,75;0,75;0,5;0;Caatinga
0000.29.2016;106200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Realizar a fiscalização;OUTRO INSTRUMENTO;Moderado apoio externo;0,500139;5;0,5;0,5;0,5;0,5;0,5;Caatinga
0000.29.2016;107200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Muito apoio externo;0,600224;1;0,5;0,75;0,75;0,75;0,25;Caatinga
0000.29.2016;108200000292016 ;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Elaborar Plano de Manejo;OUTRO INSTRUMENTO;Total apoio externo;0,600125;2;0,5;0,75;0,75;1;0;Caatinga
0000.00.1907;101200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Elaborar Programa/Plano de Educação Ambiental;SEM INSTRUMENTO;Pouco apoio externo;0,70016;7;0,75;1;0,75;0,25;0,75;Mata Atlântica
0000.00.1907;102200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Realizar sinalização dos limites;OUTRO INSTRUMENTO;Moderado apoio externo;0,600173;9;0,5;0,75;0,75;0,5;0,5;Mata Atlântica
0000.00.1907;103200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,700193;5;0,75;0,75;0,75;0,75;0,5;Mata Atlântica
0000.00.1907;104200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Monitorar a Visitação;PLANO DE AÇÃO;Pouco apoio externo;0,750195;4;0,75;0,75;0,75;0,75;0,75;Mata Atlântica
0000.00.1907;105200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Realizar o monitoramento da biodiversidade;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,700154;8;0,75;0,75;0,75;0,75;0,5;Mata Atlântica
0000.00.1907;106200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Pouco apoio externo;0,850139;2;0,75;1;1;0,75;0,75;Mata Atlântica
0000.00.1907;107200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Avaliar e monitorar o Conselho Gestor;PLANO DE AÇÃO;Pouco apoio externo;0,9002;1;1;1;1;0,75;0,75;Mata Atlântica
0000.00.1907;108200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Realizar ações preparatórias para o Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,700192;6;0,75;0,75;0,75;0,75;0,5;Mata Atlântica
0000.00.1907;109200000001907 ;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE AÇÃO;Moderado apoio externo;0,800156;3;1;0,75;0,75;1;0,5;Mata Atlântica
0000.00.1911;101200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Pouco apoio externo;0,500224;11;0,5;0,5;0,75;0;0,75;Marinho
0000.00.1911;102200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Implantar ações de Educação Ambiental;SEM INSTRUMENTO;Muito apoio externo;0,300207;16;0,25;0,5;0,5;0;0,25;Marinho
0000.00.1911;103200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,650125;10;0,25;1;0,75;1;0,25;Marinho
0000.00.1911;104200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Realizar o monitoramento para proteção ambiental;SEM INSTRUMENTO;Não foi necessário apoio externo;0,750194;7;0,5;0,75;0,5;1;0;Marinho
0000.00.1911;105200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Pouco apoio externo;0,750151;8;0,25;1;0,75;1;0,75;Marinho
0000.00.1911;106200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,500139;12;0,25;0,5;0,75;0,5;0,5;Marinho
0000.00.1911;107200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Gerir atividades de pesquisa e gestão do conhecimento;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;1,000156;2;1;1;1;1;0;Marinho
0000.00.1911;108200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Avaliar impactos ambientais em processo de licenciamento ambiental;LEGISLAÇÃO - AMPARO LEGAL;Pouco apoio externo;0,800151;6;0,5;1;0,75;1;0,75;Marinho
0000.00.1911;109200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Manter a rotina administrativa;SEM INSTRUMENTO;Não foi necessário apoio externo;0,850189;4;0,25;1;1;1;0;Marinho
0000.00.1911;110200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Gerir o uso de imagem da UC;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;0,700217;9;0,25;0,75;0,5;1;0;Marinho
0000.00.1911;111200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Comunicar e divulgar por meio das redes sociais;SEM INSTRUMENTO;Pouco apoio externo;0,450216;13;0,25;0,75;0,5;0;0,75;Marinho
0000.00.1911;112200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Organizar e participar em eventos;NÃO PLANEJADA;Não foi necessário apoio externo;0,800219;5;0,25;1;0,75;1;0;Marinho
0000.00.1911;113200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Gerir atividades de pesquisa e gestão do conhecimento;SEM INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Marinho
0000.00.1911;114200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Elaborar e distribuir os materiais de comunicação;SEM INSTRUMENTO;Pouco apoio externo;0,450188;15;0,25;0,75;0,5;0;0,75;Marinho
0000.00.1911;115200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Avaliar e monitorar o Conselho Gestor;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,8502;3;0,25;1;1;1;0;Marinho
0000.00.1911;116200000001911 ;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Realizar ações preparatórias de fiscalização;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,450191;14;0,25;1;0,75;0;0,25;Marinho
0000.00.1880;101200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,650139;14;0,25;1;1;0,5;0,5;Mata Atlântica
0000.00.1880;102200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,800224;7;0,75;0,75;0,75;0,75;0;Mata Atlântica
0000.00.1880;103200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,750156;9;0,75;0,5;1;0,5;0;Mata Atlântica
0000.00.1880;104200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Manter a rotina administrativa;SEM INSTRUMENTO;Não foi necessário apoio externo;0,800189;8;0,5;0,5;1;1;0;Mata Atlântica
0000.00.1880;105200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Avaliar a gestão da unidade de conservação;OUTRO INSTRUMENTO;Pouco apoio externo;0,900129;3;1;0,75;1;1;0,75;Mata Atlântica
0000.00.1880;106200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar ações preparatórias de fiscalização;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,900191;2;0,75;0,75;1;1;0;Mata Atlântica
0000.00.1880;107200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar o monitoramento para proteção ambiental;SEM INSTRUMENTO;Não foi necessário apoio externo;0,600194;17;0,25;0,5;0,75;0,5;0;Mata Atlântica
0000.00.1880;108200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Garantir transporte para realização das atividades;SEM INSTRUMENTO;Moderado apoio externo;0,600208;16;0,5;0,75;0,75;0,5;0,5;Mata Atlântica
0000.00.1880;109200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Total apoio externo;0,350209;21;0,25;0,5;0,75;0,25;0;Mata Atlântica
0000.00.1880;110200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Garantir equipamentos para realização das atividades;SEM INSTRUMENTO;Muito apoio externo;0,550211;19;0,5;0,75;0,75;0,5;0,25;Mata Atlântica
0000.00.1880;111200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Garantir recursos humanos para realização das atividades;LEGISLAÇÃO - AMPARO LEGAL;Moderado apoio externo;0,70021;10;0,5;0,75;0,75;1;0,5;Mata Atlântica
0000.00.1880;112200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Atender as demandas de corregedoria;OUTRO INSTRUMENTO;Moderado apoio externo;0,85022;4;1;0,75;1;1;0,5;Mata Atlântica
0000.00.1880;113200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Total apoio externo;0,600223;15;0,75;0,75;0,75;0,75;0;Mata Atlântica
0000.00.1880;114200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar ações preparatórias para o Manejo Integrado do Fogo;SEM INSTRUMENTO;Total apoio externo;0,600192;18;0,5;0,75;0,75;1;0;Mata Atlântica
0000.00.1880;115200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Gerir atividades de pesquisa e gestão do conhecimento;SEM INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Mata Atlântica
0000.00.1880;116200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Implantar ações de Educação Ambiental;SEM INSTRUMENTO;Não foi necessário apoio externo;0,650207;13;0,5;0,75;0,5;0,5;0;Mata Atlântica
0000.00.1880;117200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar o monitoramento para proteção ambiental;LEGISLAÇÃO - AMPARO LEGAL;Moderado apoio externo;0,700194;11;0,5;0,75;0,75;1;0,5;Mata Atlântica
0000.00.1880;118200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar a fiscalização;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;0,850139;6;0,75;0,75;0,75;1;0;Mata Atlântica
0000.00.1880;119200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Implantar o manejo de espécies ou habitats;SEM INSTRUMENTO;Total apoio externo;0,700149;12;0,75;0,75;1;1;0;Mata Atlântica
0000.00.1880;120200000001880 ;REFÚGIO DE VIDA SILVESTRE DE UNA;Realizar o monitoramento para proteção ambiental;SEM INSTRUMENTO;Não foi necessário apoio externo;0,850194;5;0,75;0,75;1;0,75;0;Mata Atlântica
0000.00.3432;101200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Implantar Uso Público;SEM INSTRUMENTO;Pouco apoio externo;0,750136;13;0,75;0,75;0,75;0,75;0,75;Marinho
0000.00.3432;102200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO;Muito apoio externo;0,650154;21;0,5;1;0,75;0,75;0,25;Marinho
0000.00.3432;103200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Planejar e Ordenar o Uso Público;PLANO DE USO PÚBLICO;Pouco apoio externo;0,750135;14;0,75;1;0,75;0,5;0,75;Marinho
0000.00.3432;104200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,750156;10;0,75;1;1;0,25;0,75;Marinho
0000.00.3432;105200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Monitorar o Plano de Manejo;PLANO DE MANEJO;Pouco apoio externo;0,950225;1;1;1;1;1;0,75;Marinho
0000.00.3432;106200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Realizar a fiscalização;PLANO DE MANEJO;Moderado apoio externo;0,800139;8;0,75;1;1;0,75;0,5;Marinho
0000.00.3432;107200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Implantar Uso Público;PLANO DE MANEJO;Muito apoio externo;0,750136;12;0,75;1;1;0,75;0,25;Marinho
0000.00.3432;108200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Realizar a fiscalização;PLANO DE MANEJO;Pouco apoio externo;0,750139;11;0,5;1;1;0,5;0,75;Marinho
0000.00.3432;109200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Garantir equipamentos para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,700211;15;0,25;1;0,75;0,75;0,75;Marinho
0000.00.3432;110200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Muito apoio externo;0,700209;16;0,75;1;0,75;0,75;0,25;Marinho
0000.00.3432;111200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Muito apoio externo;0,700156;18;1;1;1;0,25;0,25;Marinho
0000.00.3432;112200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Elaborar plano de comunicação;PLANO DE MANEJO;Moderado apoio externo;0,700187;17;0,5;1;0,75;0,75;0,5;Marinho
0000.00.3432;113200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Realizar compensação ambiental;PLANO DE MANEJO;Moderado apoio externo;0,750186;9;0,75;0,75;0,75;1;0,5;Marinho
0000.00.3432;114200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Moderado apoio externo;0,700149;19;0,5;1;0,75;0,75;0,5;Marinho
0000.00.3432;115200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Manter a rotina administrativa;OUTRO INSTRUMENTO;Pouco apoio externo;0,950189;3;1;1;1;1;0,75;Marinho
0000.00.3432;116200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Muito apoio externo;0,65016;20;0,5;1;0,75;0,75;0,25;Marinho
0000.00.3432;117200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Pouco apoio externo;0,950223;2;1;1;1;1;0,75;Marinho
0000.00.3432;118200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,900156;5;1;1;1;0,75;0,75;Marinho
0000.00.3432;119200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Garantir recursos humanos para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,90021;4;0,75;1;1;1;0,75;Marinho
0000.00.3432;120200000003432 ;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Implantar o Programa de Voluntariado;PLANO DE MANEJO;Pouco apoio externo;0,850201;6;0,75;1;0,75;1;0,75;Marinho
0000.00.1813;101200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Implantar o Conselho Gestor;SEM INSTRUMENTO;Pouco apoio externo;0,950224;1;1;1;1;1;0,75;Mata Atlântica
0000.00.1813;102200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Realizar sinalização dos limites;OUTRO INSTRUMENTO;Muito apoio externo;0,750173;3;0,75;0,75;1;1;0,25;Mata Atlântica
0000.00.1813;103200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,750139;5;0,75;1;1;0,75;0,25;Mata Atlântica
0000.00.1813;104200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Planejar e Ordenar o Uso Público;SEM INSTRUMENTO;Muito apoio externo;0,550135;8;0,75;0,5;0,75;0,5;0,25;Mata Atlântica
0000.00.1813;105200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Implantar o manejo de espécies ou habitats;SEM INSTRUMENTO;Muito apoio externo;0,650149;7;0,75;1;0,75;0,5;0,25;Mata Atlântica
0000.00.1813;106200000001813 ;REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Implantar o manejo de espécies ou habitats;OUTRO INSTRUMENTO;Total apoio externo;0,650149;6;0,75;1;0,75;0,75;0;Mata Atlântica
